,BBL,KBANK,SCB,TMB,CIMBT,PTT,PTTEP,TOP,THAI,SSP,ADVANC,AOT,INTUCH,TRUE,HANA,CPF,MCP,TU,SAWAD,THCOM,STA,SANKO,TKC,TKN,TPIPL,AP,LH,PF,QH,RATCH,FSS,MFC,TISCO,THAI,THREL,BEM,BGRIM,BTS,CGD,EA,BDMS,CHG,GMCO,HQ,KCE,ITD,SLP,SYNTEC,VNG,X1X
2019-01-01,43.708610696262625,95.56428757689245,75.87945476302646,63.8792635777333,24.041677639819287,24.03950683025824,15.227525095137953,87.95585311974416,95.39969835279999,73.7265320016441,11.85260448662222,97.29188669457949,84.91983767203796,29.110519961044854,26.364247048639054,26.506405886809045,37.381801866358394,57.228078846901404,48.87505167779042,36.21062261782377,65.06676052501416,22.554447458683764,36.29301836816963,42.97256589643225,51.046298579533236,80.66583652537122,27.970640394252378,56.28109945722505,63.31731119758382,14.180537144799796,64.67903667112945,25.347171131856236,15.854643368675156,95.39969835279999,96.90688297671034,82.7557613304815,37.41523922560336,18.79049026057455,71.58097238609412,49.61372443656412,20.983441136030095,54.56592191001432,13.094966900369656,91.83883618709038,33.290198344001524,69.62700559185838,38.053996848046985,56.80612190600297,59.203925140895166,26.636900997297435
2019-01-02,41.64204963498411,101.312222382991,74.20106328000463,62.34176980238635,26.15176531986601,24.08494486335387,14.851750598384939,89.2372409739765,92.05334771157926,73.41685860066589,11.805048311118819,96.62813448389396,84.34595101722921,29.205115014176776,27.07449193702707,25.271829201411,37.769261657681575,57.488288030863814,50.342198828722026,35.538815219379174,61.85562603674789,22.55150435386386,37.141774825661194,42.88676079155091,48.75535866412116,80.01485918720915,28.408101979481,59.12994145177875,63.045600147783915,14.490324962409064,65.04295464034219,25.476647720049804,16.283858582814407,92.05334771157926,98.60100514195328,82.10098900531705,38.42470022433004,18.788904266076077,77.36666238249201,47.725981482441625,21.289760705956056,54.54524978874058,12.688933133007543,91.4919256303306,33.36813591732978,71.87226142880884,36.6478342169801,55.626185781111076,60.2077207040108,25.801152046481295
2019-01-03,41.99348510183451,99.75526406250715,75.39143521832442,62.09400255373859,26.459682571415808,23.703802324290216,15.521030844506763,86.84087394336036,89.88025685624159,71.85475155781637,11.244369850722887,98.49994662517219,82.66663908991605,29.2902205490279,26.736893964011237,26.561881616277745,37.614648056571816,53.525265839345906,50.29258412203526,35.675301147027746,63.140036716026565,23.01349911121347,37.49077553952643,42.86244317179987,48.878188135404514,80.78241825103441,28.18237211789358,59.01174140483342,61.56448883186995,14.457665541429627,64.58686882685343,25.431627506426096,17.026517729784974,89.88025685624159,98.18350663289237,83.82081712429182,39.8356320986283,18.339245593042705,79.34915635186417,49.32337583482219,21.277688078905943,52.67966342183254,12.833521212641948,89.06434736287319,32.546640414591735,70.21354660964882,37.15486860444802,55.524890230332105,63.981141773026266,24.18729721780941
2019-01-04,41.157243571097084,98.46587708758858,73.40361688294774,60.89884249071178,26.85276958665907,25.520230968318508,15.387922199972719,86.32456288536024,89.14923319340397,71.79589035551612,11.53169025239041,100.2780677098673,80.03036622011471,30.316654993862116,26.44403930436094,26.263814229124335,37.244060326475605,54.54475023478226,50.162892761554374,35.280043191823495,63.28868895714542,21.913196644548904,36.992699670937135,43.586882867720014,48.32805020437799,79.10789832942342,27.927113848452304,58.71061558230866,60.18003094337924,14.022245536942114,63.729125166063255,25.328043826739265,17.27688807133317,89.14923319340397,96.78035024910753,79.35622329240377,40.45441335257745,19.094904220299124,80.41661514935466,49.05722791813311,21.50135739271722,52.728659198734164,12.375426621977136,91.86379855159385,31.647944871229406,67.6002752517343,36.67078122868535,54.36011805848277,61.14942141049641,24.48572479293202
2019-01-07,41.64535573388932,100.73409309130416,70.51727388069769,60.14132635004191,27.0017965649762,26.478370379069197,15.399974995944632,83.34848723205864,86.79047648603522,70.08641154965167,11.530172143842451,97.52059302079279,80.57921070621556,29.938942808828973,26.277337987801385,26.16427892352145,38.42322700323729,55.21240700711595,50.650369957167655,35.197095708882806,66.52245041256359,21.701840544705504,37.3625730197536,42.573909902915645,48.893645914317034,76.24801918588986,27.24581153182794,55.182122128571194,61.342177777625636,14.921044728239783,66.04080399320345,25.146901387072173,17.50326513899754,86.79047648603522,100.40042860166541,76.4557114310519,39.40264108001788,19.028792810249946,81.81467249062496,50.02972097881853,21.74897164605248,50.21897525845842,12.268235466233957,90.99906208088147,31.616607502778482,68.62896875717315,36.883527457790095,49.70463124925447,62.88543880961183,24.3087447808133
2019-01-08,41.03412556224246,99.58187787718116,70.85998094273488,61.259152593837584,26.159429061369227,26.99027084602377,15.860116268434954,81.53413971124787,87.815316661984,71.95522340888888,11.736372337814256,96.89075014679625,81.60314123284039,29.429706410848954,26.4098646869909,27.02726266397213,38.39120805243363,55.355744941562385,51.68872406049092,34.62398430819271,65.91278248476067,22.08605141852493,37.4388398565821,44.39517578601284,46.108157623034465,75.02414509101348,27.278431425404158,54.28444001962249,63.938838034351974,14.581952475005417,65.44424710659167,24.793858248744968,16.996004300887783,87.815316661984,99.30094252240715,78.38071540853127,37.70182036214069,19.571985030119258,84.32449942018324,49.70006329039519,21.87034091120684,48.634432013069514,12.675414918430414,90.73627806264328,31.734532773568358,69.55622403872019,37.30992152681008,50.4106133087231,59.835177147142886,23.37780666197802
2019-01-09,40.16877255816517,99.98560568092964,70.40990320644022,60.20307457602471,26.782454916598045,28.59749325546352,15.992800619043196,82.22433392431405,89.66297511152577,68.12144823173969,12.007812584691864,100.27920853207414,77.28996686241449,30.13865732739965,27.23534893624586,27.895819461987863,38.50184845050383,55.74767389378989,51.81835053084374,35.069840466617215,68.53083515792476,22.16419924386317,37.955085157237,44.18263256047517,44.62386387385274,72.95058535107108,27.34587812401256,53.519447784751044,64.11863581003021,14.356301905612234,67.1727169685481,24.565826976178382,17.368910490423858,89.66297511152577,95.2565866004393,78.2290084645688,37.60233368102585,18.574583305649764,79.24687168430279,50.37204210654732,21.290481595660182,49.707762827627604,12.154098413765773,91.45272768401266,32.02747329439943,66.93441992533062,38.429567072049736,49.00319692606178,58.225621994991165,23.506349450116016
2019-01-10,40.93979646689441,98.02107579605331,68.2878215716237,60.70684968519484,25.87769472075686,28.792090877545597,16.074018790489493,84.53960541956701,87.68699447800725,67.40833377045203,11.658886812106951,102.93974880225153,77.48420523422718,29.949011345177958,27.671481139173135,27.15551205313373,39.66998421800108,54.64577539578635,52.46017423292338,36.59974926338279,66.44462727268842,21.58416944717211,36.44076578880657,47.312216783353485,45.4426289150901,69.07418976799626,27.543302496521097,53.131321824802534,62.88229900294929,14.845991356161333,66.69722830212395,24.756037427352215,17.021885925506666,87.68699447800725,98.99724530253428,79.03365172916104,37.58232956724897,17.9926053467815,79.75115663556727,49.332507127392226,20.657888964408635,51.3874541848924,12.039030378376353,94.13665495135571,31.87753064207924,67.34681901105685,39.0476266687478,49.58235044975578,58.87329488059373,23.315898829046517
2019-01-11,42.74460750587373,101.04065838040593,68.96840089395484,63.34469753580512,25.312590904658368,27.590510010030822,15.682804285195145,84.06620531154523,88.75696178308912,65.82710701154858,11.619592308319657,100.62016449552425,77.93762747021407,31.137200213962362,27.48232679177922,26.086599386071377,39.84902277913443,52.80756193902461,53.0793037745723,35.85149155816824,66.27363214814143,22.479057085756647,36.13783079430982,46.049633875527775,44.14666475836209,69.15019429672002,27.13371388868089,54.21475194921547,65.9483594940725,14.960004111174827,68.19853732516626,24.889643698891728,16.98273349292567,88.75696178308912,98.31003493907268,78.6535033777808,37.953553679329524,17.257651176284075,82.72104122183838,48.62434854779554,20.748139612127304,50.71733755193886,12.397522873863807,95.21652969804212,33.55301633284443,67.25168794020026,39.199040271173416,50.46258896085759,56.46437456260668,23.1968476882811
2019-01-14,40.74667165080802,100.05188264740144,69.02295396554803,62.89985107288823,26.2034064577605,27.261736007768185,15.290775544176928,82.35397664267936,91.75043960745066,65.1648881234388,11.702852730296707,101.76976049493065,83.58699854212688,30.159262650178263,27.354826278847888,25.481718842799427,40.113990355059705,52.52034615971317,52.31947818504485,36.16036744275445,67.52189275642071,22.289389616491892,36.12151263641973,46.83922666307209,45.261442073885604,65.36972650151309,27.74432953903574,56.651100133699444,64.9335545543695,15.09632781339207,67.33681510267023,24.50512795584501,17.258614415651124,91.75043960745066,96.80153088819337,78.84800806907633,39.38782795561858,17.943129713669077,82.90529397057698,49.93837078775894,20.819194087640568,51.73190172991056,12.454575082238122,98.79989015394568,33.83196435121078,67.73034199520151,39.756266455126294,52.07950913443401,57.3667878395404,24.344364609414622
